ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,VIDRIO
Oaxaca,Santo Domingo Tehuantepec,PETSTAR,"Carretera Transismica Km. 8  S/N Barrio Santa Cruz
Santo Domingo Tehuantepec, Oax.",,,,971 105 4016 ,,,,SI,SI,,,,SI,,,SI,SI,
Puebla,Huauchinango,Recicla Huauchinango,"Guadalupe Victoria 10, Centro, CP. 73160
Huauchinango, Pue.",20.176507,-98.051240,"Lunes a viernes 09:00 am - 06:00 pm
Sabado 11:00 - 05:00 pm",776 135 3735,,,,Donación,Donación,,,,,,Donación,Donación,Donación,
Puebla,Huejotzingo,Novapet S.A. de C.V.,"Carretera México Puebla Km 82.5
Huejotzingo, Pue.",,,,222 469 5913,,,,SI,,,,,,,,,,
Puebla,Puebla,Corporativo LML,"Calle 113 a Oriente No. 1611 Int. 29 Col. Los Héroes, Puebla, Pue. ",,,,"222 469 5913
782 112 0152",,,luis_miguel01@hotmail.com,SI,SI,,,,,,,,SI,
Puebla,Puebla,Recicla Degreen,"Azcarate, CP. 72501
Puebla, Pue.",19.030641587700746,-98.18765981733995,,222 612 9386,,,,Si,,,,,,,Si,,,
Puebla,Puebla,Centro de Acopio de Reciclables,"Calle Josefa Ortíz de Domínguez 104-Poniente, San Felipe Hueyotlipan, CP. 72030
Puebla, Pue.",19.08724713541219,-98.2120151695672,,222 901 6984,,,vicbravo11@gmail.com,Si,,,,,,,Si,Si,,
Puebla,Puebla,Reciclado en General,"Calle 27 Nte 2513, Tierra y Libertad, CP. 72090
Puebla, Pue.",19.057198107166144,-98.21574755690793,,,,,,Si,,,,,,,,,,
Puebla,Puebla,Servicio de Disposición de Residuos Reciclables,"Calle 24 Sur 1901, Azcarate, CP. 72501
Puebla, Pue.",19.029822400078114,-98.18827001074756,,,puebla.gob.mx,,,Si,Si,,,,,,Si,Si,Si,Si
Puebla,Puebla,Bodega de Reciclado,"Av 15 Pte 1700, Barrio de Santiago, CP. 72410
Puebla, Pue.",19.045598334159695,-98.21424086947327,,,,,,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,La balastra del Cobre,"Calle 2-B 15, Bosques de San Sebastián, CP. 72310
Puebla, Pue.",19.059988,-98.135475,,,,,,Si,Si,Si,Si,Si,,,Si,Si,,
Puebla,Puebla,Reciclados Centro de reciclaje de latas ,"Entre Granadas y Ferrocarril, Blvd. Xonacatepec, Bosques de San Sebastian, CP. 72310
Puebla, Pue.",19.056003332255038,-98.13438923265815,,222 114 1307,,,,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,Asocicación Chicos PET,"Local 9 Av. 2 Pte. 1506, Centro CP. 7200
Puebla, Pue.",19.051186,-98.209459,Lunes a viernes 09:00 am - 05:30 pm,221 132 8380,,,Mandara por mensaje,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,Zykla,"Av 6 Pte 2519-B, Progreso, Tierra y Libertad, CP. 72090
Puebla, Pue.",19.056431,-98.216046,Lunes a viernes 09:00 am - 07:00 pm,222 226 7907,,,atmg.01@hotmail.com,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,Recicladora CLI,"Av 20 de Noviembre #105, col. Esfuerzo Zaragoza, CP. 72540
Puebla, Pue.",19.022185251031118,-98.18376660198334,,,,,,Si,,,,,,,Si,Si,,
Puebla,Puebla,"Centro de Reciclaje
","Calle 11 Sur 13126, Guadalupe Hidalgo, CP. 72490
Puebla, Pue.",18.97849368516697,-98.255194412938,,,,,,Si,,,,,,,Si,Si,,
Puebla,Puebla,Recicladora,"Esq. 66 Poniente, Diagonal Benito Juarez, Guadalupe Victoria, CP. 72230
Puebla, Pue.",19.071013782009807,-98.18830765040978,,,,,,Si,,,,,,,Si,Si,,
Puebla,Puebla,Centro de Acopio de reciclaje Ecológico y reciclados,"Calle 6 Sur 724, Libertad, CP. 72130
Puebla, Pue.",19.064069303579355,-98.23276243736004,,221 349 5051,,,ecologicoyreciclados@gmail.com,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,El Futuro de Materiales Reciclables S.A de C.V,"Calle 11 Sur 12713, Lomas de Castillotla, CP. 72490
Puebla, Pue.",18.982924341122594,-98.25219175438467,,222 219 5178,,,,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,Recicladora,"Calle 90 Pte. 301, Revolución Mexicana CP. 72200
Puebla, Pue.",19.078952634218734,-98.18059676238224,,222 194 5735,,,,Si,Si,,,,,,SI,SI,,
Puebla,Puebla,Compra venta de fierro y cartón,"Av 21 Pte 2123, Rivera de Santiago, CP. 72410
Puebla, Pue.",19.04501846769579,-98.21924192985591,Lunes a Viernes de 09:30 a 06:00 pm,222 243 6092,,,, $	4.00 ,,,,,,, $	18.00 , $	3.00 ,,
Puebla,Puebla,Sucopsa Reciclado,"Calle Ejido 5982, San Baltazar Linda Vista CP. 72550
Puebla, Pue.",19.011612,-98.206138,Lunes a viernes 9:00 am - 04:00 pm ,221 217 9264,http://sucopsa.mx/resultados.aspx,,captacion@sucopsa.mx,Donación,Donación,,,,,,Donación,Donación,Donación,
Puebla,Puebla,Reciclajes Talisman Manejo Integral de Reciclables,"Ricardo Flores Magón 77, San Jerónimo Caleras, CP. 72100
Puebla, Pue.",19.09336651685228,-98.21019236732873,,"222 224 4905 
222 288 1165",https://reciclajestalisman.net/,,info@reciclajestalisman.net,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,Amanc Puebla ,"Calle 3 N.° 3, San José Vista Hermosa
Puebla, Pue. ",19.038441,-98.243184,"Ultimo domingo  de cada mes 
de 09:00 am - 02:00 pm",222 242 2672,https://www.amancpuebla.org/?fbclid=IwAR3Z7r_M5yKn3uG-gGSx7S6F4O4_tqsIVd9sMDEnRCV2GIl2tmQbHDZ04lo,https://www.facebook.com/somosAMANCPuebla,"comunicación.pue@amac.org
amanc.puebla1@gmail.com",Donación,Donación,,Donación,,,,Donación,Donación,Donación,Donación
Puebla,Puebla,"Reciclaje de papel, archivo y cartón","Avenida México Puebla S/N Junto a periférico, San Juan Cuautlancingo, CP. 72700
Puebla, Pue.",19.110692350912426,-98.28012556138576,,222 577 2414,http://reciclajepuebla.com/28-Servicios,,,Si,,,,,,, $	25.00 ,,,
Puebla,Puebla,Recicladora Industrial Rosas,"Av Reforma 12, CP. 72730
Sanctorum, Pue.",19.098101802310484,-98.25057466049606,,,,,,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,Reciclables Pineda Moctezuma,"Carretera a San Miguel Canoa Kilómetro 4.5, Santiago de los Leones, CP. 72900
Puebla, Pue.",19.114579065400193,-98.14360768117986,,"222 222 8983
222 222 8984",http://www.reciclablespm.com/compra-venta.html,,,Si,,,,,,,Si,Si,,
Puebla,Puebla,Centro de reciclaje,"Educadores o Privada 16 Oriente o Boulevard Xonaca 4816, Unidad Satélite Magisterial, CP. 72320
Puebla, Pue.",19.0449173224105,-98.15869225393908,,,,,,Si,,,,,,,SI,SI,,
Puebla,Puebla,Recuperadora de metales,"Calle 11 Sur 12515, Lomas de Castillotla, CP. 72490
Puebla, Pue.",18.984148886781714,-98.25125187168929,,,,,,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,Reciclados Reforma,"Reforma Sur, CP. 72160
Puebla, Pue.",19.06065463788963,-98.23664574067493,,,,,,Si,,,,,,,Si,Si,,
Puebla,San Martín Texmelucan,Reciclaje ,"Carr Federal México-Puebla, San Cristobal Tepatlaxco, CP. 74120
San Martín Texmelucan, Pue.",19.3017757003527,-98.45271398485413,,,,,,Si,Si,,,,,,Si,Si,,
Puebla,San Martín Texmelucan,Reciclado de Alto Rendimiento S.A. De C.V. / High Performance Recycling S.A. de C.V.,"Km 89 Carretera Federal México-puebla.
San Martín Texmelucan, Pue.",,,,"227 276 2013
227 276 0188",,,agescamilla@hprmex.com,Materiales Limpios (Hojuelas),,,,,,,,,,
Puebla,San Pablo Xochimehuacan,"Industria Mexicana De Reciclaje S.A. De C.V.
IMER","Calle de los Palos 60, colonia Xochimehuacan, CP. 72014
Puebla, Pue. ",19.096994604138786,-98.20333748243166,,"646 151 4867
222 373 1537
222 481 0015",,,jmanuel.sanchez@imer-mex.com.mx,SI,,,,,SI,,,,,
Puebla,San Pedro Cholula,Recicladora y Metales Cocone,"Calle Atlixco 106, San Matias Cocoyotla, CP. 72767
San Pedro Cholula, Pue.",19.074673,-98.308083,Lunes a viernes 08:00 am - 06:30 pm,222 336 6927 ,,,,Si,Si,,,,,,Si,Si,,
Puebla,Puebla,Reciclados torres,"Calle Nicolás Bravo 6, San Miguel Xonacatepec, CP. 72229
Puebla, Pue.",19.078623,-98.115574,Lunes a viernes 09:00 am - 05:30 pm,221 167 6739,,,,Si,Si,,,,,,Si,Si,,
Puebla,Juan C. Bonilla ,Ecolsur,"Himno Nacional, Cuanalá, Santa María Zacatepec CP. 72640
Juan C. Bonilla, Pue.",19.10718681126449,-98.34610101197815,,,,,,Si,Si,,,,,,Si,,,
Puebla,Tehuacán,Reciclaje El Estaño,"Calle 6 Sur 535, Insurgentes, CP. 75770
Tehuacán, Pue.",,,,,,,reciclaje.tehuacan@gmail.com,Si,Si,,,,,,Si,Si,,
Puebla,Xicotepec de Juárez,Reciclando para vivir,"Guerrero 159, Las Flores, Col Centro, CP. 73080
Xicotepec de Juárez, Pue.",20.275204,-97.963150,Lunes a sábado 09:00 am - 02:00 pm y 03:00 pm - 06:00 pm,222 150 1125,,,,Si,Si,,,,,,Si,Si,Si,
Querétaro,Cadereyta de Montes,Resesig S.A de C.V,"Carretera San Juan del Rio - Xilitla Km 48 Col. Centro
Cadereyta de Montes, Qro.",,,,"419 106 7416
441 113 1068
442 215 2288
442 218 0987",,,pazderegil@hotmail.com,SI, $	7.00 ,,,,,,,,,
Querétaro,Corregidora,SEAmbiental,"Jacarandas S/N, Los Olvera CP. 76904
Corregidora, Qro. ",20.531111,-100.411333,Lunes a viernes 09:30 am - 02:00 pm y 04:00 pm - 06:00 pm,442 303 5894,,,,Si,Si,,,,,,Si,Si,Si,
Querétaro,Corregidora,David Uribe González,"David Uribe González Eucalipto 4 , Ámsterdam
Corregidora, Qro.",,,,442 186 2973,,,davurib@hotmail.com,Si,,,,,,,,,,
Querétaro,El Marqués,Avangard Mexico S. de R.L de CV,"Calle Cascada 4-B, Fracc Industrial la Noria
El Marquéz, Qro.",,,,,,,,SI,SI,,,,,,,,,
Querétaro,Santiago de Querétaro,Renueva Ecosistemas S.A. de C.V.,"Ciruelos 137 - 21, Jurica
Santiago de Querétaro, Qro.",,,,"442 215 2288
442 218 0987",,,,SI,,,,,,,,,,
Querétaro,Santiago de Querétaro,Centro de Acopio Jurica,"Paseo Jurica #1, Menchaca I, CP. 76100
Santiago de Querétaro, Qro.",20.646746,-100.433821,Lunes a viernes 08:00 am - 05:00 pm,442 218 0217,www.raicesysemillas.gob,https://www.facebook.com/Raices-Y-Semillas-centro-de-acopio-Jurica-1674034466193511,raicesysemillas@yahoo.com.mx,Donación,Donación,Donación,,,,,Donación,Donación,Donación,Donación
Querétaro,San Juan del Río,Ecodal,"Parcela 118 Z1 P11, La Estancia, CP. 76824
San Juan del Río, Qro.",20.4151877690352,-100.04589230859449,,442 402 1087,https://ecodal.com.mx/reciclaje.html,,ventas@ecodal.com.mx,Si,,,,,,,Si,Si,,
Querétaro,San Juan del Río,Recicladora San Juan,"Av. Universidad 120. Colonia San Cayetano
San Juan del Río, Qro.",20.391234490848742,-99.97956459784166,,427 264 1707,http://www.recicladorasanjuan.mx/,Recicladora San Juan ,"contacto@recicladorasanjuan.mx
recursos.humanos@recicladorasanjuan.mx",Si,Si,,,,,,Si,Si,,Si
Querétaro,Santiago de Querétaro,Green Recycling,"Calle Cerro del Zamorano 57, Las Americas, CP. 76121
Santiago de Querétaro, Qro.",20.621669200077243,-100.41788901116477,,"442 154 2401
442 671 4136",https://green-recycling.negocio.site/,,recicla1@gmail.com, $	3.50 , $	2.50 ,,,, $	2.00 ,,,,,Donación
Querétaro,Santiago de Querétaro,Reciclables Gusa,"Lirio no.1, Del Nuevo Espíritu Santo, Barrio del Nuevo Espiritu Santo Loma Linda, CP. 76821
Santiago de Querétaro, Qro.",20.40602202421426,-100.01662440569585,,,,,,SI,Si,,,,,,Si,Si,,
Querétaro,Santiago de Querétaro,Reciclables Gusa,"Lirios, Loma Linda CP. 76090
Santiago de Querétaro, Qro.",20.401053845589097,-100.02830499777941,,427 264 7003,,,,Si,Si,,,,,,Si,Si,,
Querétaro,Santiago de Querétaro,Ecogreen Recicladora,"Av. Pie de la Cuesta 2412 Col. Lomas de San Pedrito Peñuelas, CP. 76125
Santiago de Querétaro, Qro.",20.651909805904253,-100.40374317799119,,442 243 2190,,,ecogreenrecicladora@gmail.com,Si,Si,,,,,,SI,Si,,
Querétaro,Santiago de Querétaro,Reciclajes Tecnológicos Internacionales,"Misión de Bucareli 5, Parque Industrial Bernardo Quintana, CP. 76246
Santiago de Querétaro, Qro.",20.561912135984407,-100.27679700055349,Lunes a viernes 11:00 am - 03:00 pm,442 323 0151,,Retein ,"contactoretein@gmail.com
jparedesmac@gmail.com",Si,,,,,,,Si,Si,,
Querétaro,Santiago de Querétaro,Alcamare S.A de C.V,"Av. 5 de Febrero 1410, CP. 76150
Santiago de Querétaro, Qro.",20.609533139725826,-100.41768943373383,"Lunes a viernes 08:00 am - 05:30 pm
Sabado 08:00 am - 02:00 pm","442 217 1694
412 690 2263 ",https://www.alcamare.com/,Alcamare Recycled Poymers ,"ventas@alcamare.com
ventas2@alcamare.com",SI,SI,,,,,,sI,Si,Si,
Querétaro,Santiago de Querétaro,Amanc Reciclando para vivir,"Calle Coba 35, Villas del Cimatario, Villas del Rincon, CP. 76080
Santiago de Querétaro, Qro.",20.557209,-100.370690,Lunes a viernes  09:00 am - 05:30 pm,442 224 0290,,,,Donación,Donación,,Donación,,,,Donación,Donación,,
Querétaro,Santiago de Querétaro,Alejandro Álvarez,"Carretera a Huimilpan 302, vista alegre Segunda Sección
Santiago de Querétaro, Qro.",,,,"442 233 6627 
442 222 8607",,,je5u5alvarez@hotmail.com,Si,Si,,,,,,,,,
Quintana Roo,Benito Juárez,La más Grande,"Av Leona Vicario 232  Mz 47 Lt 7, Cancún CP. 77510
Benito Juárez, Q.R.",21.17920281784141,-86.84595515614126,,,,,,Si,Si,,,,,,Si,Si,,
Quintana Roo,Felipe Carrillo Puerto,Recicladora Santa Cruz,"Lázaro Cárdenas, CP. 77239
Felipe Carrillo Puerto, Q.R.
",19.585104561320748,-88.0609668785388,Lunes a sabado 08:00 am - 04:00 pm ,983 135 4997,,,recicladorafcp@gmail.com,Si,Si,Si,,,,,Si,Si,,posiblemente
Quintana Roo,Benito Juárez,Recicladora La Mora,"Av. Nichupté Jacinto Pat, 510, Cancún CP. 77534
Benito Juárez, Q.R.",21.140020921710306,-86.8566656088004,Lunes a Viernes 09:00 am - 06:00 pm,998 167 4681,,,Blueosima@hotmail.com.mx,Si,SI,,,,,,Si,Si,,Si
Quintana Roo,Felipe Carrillo Puerto,Tukuul,"Av Constituyentes 725, Francisco May, CP. 77240
Felipe Carrillo Puerto, Q.R.",19.576194494140942,-88.04245610044461,,983 115 3853,,,,Donación,Donación,,,,,,Donación,Donación,,
Quintana Roo,Benito Juárez,Limpieza de Garaje y compra de Metales ,"Av. Rancho Viejo 233, Cancún CP. 77527
Benito Juárez, Q.R.",21.188434192096747,-86.83686997568553,,998 145 2386,,Compra De Chatarra - Cancun,,Si,,,,,,,Si,Si,,
Quintana Roo,Benito Juárez,Recicladora Noe,"Av. Rancho Viejo 235, Cancún CP. 77510
Benito Juárez, Q.R.",21.19454669245008,-86.83871956117599,,,,,,Si,,,,,,,,,,
Quintana Roo,Benito Juárez,Recicla Gana Dinero,"Lateral a Av. López Portillo Manzana 11, Lote 01 CP.  77539 Cancún, Q.R.",21.137119,-86.907288,,"998 810 0527 (Alexis) 
229 213 5997 (Stacy Mora- Veracruz)
",https://reciclan.com/sucursales.html,,,Si,Si,,,,,,,,,
Quintana Roo,Benito Juárez,Centro de acopio de plasticos de Quintana Roo S.A de C.V (Capqroo),"Carr. Cancún - Mérida S, 53 Mza 1 Lote entre arco vial y tierra maya. Mza. 1 Lote 1-A SM. 538 Cancún CP. 77539
Benito Juárez, Q.R.",21.132147646100552,-86.91076765220184,,"998 299 5564
998 209 3064
",,,"jayalacapqroocun@hotmail.com
auxiliarcapqroo@outlook.com", $	5.60 , $	3.70 ,,,,Si,,,,,Si
Quintana Roo,Benito Juárez,Recicladora Tigre,"López Portillo 64 Mza 9 Lte 15, Cancún CP. 77524
Benito Juárez, Q.R.",21.174855005544728,-86.82484372631052,,998 115 0774,,,,Si,,,,,,,,,,
Quintana Roo,Benito Juárez,"Tedissa 
Tech Dive Solutions, S.A de C.V","Avenida Leona Vicario Región 232 Manzana 46 lote 02, Cancún CP. 77510
Benito Juárez, Q.R.
",21.17977467816964,-86.8447706620886,,"998 195 6347
998 277 4212",,Tech Dive Solutions SA de CV,recicladoravicario@gmail.com,Si,,,,,,,Si,Si,,
Quintana Roo,Benito Juárez,"Alex Dominguez
Multiservicios de limpieza ",,,,,998 293 1475,,,multiserviciodelimpiezapdc@outlook.com,Si,Si,,,,,,,,,
Quintana Roo,Benito Juárez,Ecolsur,"Lote 22 km. 304.8 Carr. Valladolid – Pto. Juarez, Cancún CP. 77539
Benito Juárez, Q.R.",,,Lunes a Viernes 09:00 - 06:00 pm,998 209 3283,http://www.ecolsur.com/,Jose Maldonado,asesorcancun@ecolsur.com.mx,Si,Si,,,,,,Si,Si,,Si
Quintana Roo,Benito Juárez,Regenera Peninsular S.A de C.V,"Chalchuapa 179, 97, Cancún, CP. 77530
Benito Juárez, Q.R.",21.151806,-86.861395,,998 101 8771,,Regenera Peninsular,"gabyr432@hotmail.com
regenera.peninsular@gmail.com
ciricote.rios@gmail.com",Si,Si,Si,,,,,Si,Si,Si,
Quintana Roo,Cozumel ,Comercializadora de Metales Baasha li,"Calle 35 Sur 1727, entre Calle 60 Sur y Av. 65. San Miguel II,  CP. 77664
Cozumel, Q.R.",20.48625441687222,-86.95609241825063,,"987 120 1310
987 869 3559",,,,Si,,,,,,,,,,
Quintana Roo,Felipe Carrillo Puerto,SMEC S.A de C.V ,Carretera Chetumal- Cancun,19.93500906006614,-87.7916617038391,,998 888 5166,https://smecsadecv.wixsite.com/smeccancun?fbclid=IwAR2DWm9ad26RQurIxkYHtHSYkYHk4-nRYWzt5mQRPWF_cp-IaaSHA9bK2Js,https://www.facebook.com/SMECancun/,administracion@smeccancun.com,Si,Si,,,,,,Si,Si,Si,Pago 
Quintana Roo,Isla Mujeres,Recicladora Sarayu /Recicladora Azul,Av. Rancho Viejo ,21.223362,-86.852068,," 998 195 8915
998 227 0294
998 147 24 22",,,roberto_barranco77@hotmail.com, $	4.00 , $	2.50 ,Si,,,SI,, $	12.00 , $	1.20 ,,
Quintana Roo,Isla Mujeres,"Promotora Inmobiliaria Majahual S.A de C.V 
PIMSA
Centro Intermunicipal de Manejo Integral de Residuos Solidos Urbanos","Isla Mujeres, Q.R.",21.265375354224105,-86.9207421742684,,998 330 5212,,,jcarrera@pimsa.mx,Si,Si,,,,,,Si,Si,,Si
Quintana Roo,Othón P. Blanco,El Profe,Calz. Centenario km 4.5 Colonia Oxtanka,18.542666274115774,-88.27126934044435,,983 124 0314,,,ricardo.dica@hotmail.com,Si,Si,,,,,,Si,Si,,
Quintana Roo,Othón P. Blanco,Recuperadora del Sur,"Avenida Maxuxac, Calle 5 de Febrero 242 esquina, Comité Proterritorio, Chetumal CP. 77086
Othón P. Blanco, Q.R.",18.532111031924227,-88.29085163812209,"Lunes a Viernes 08:00 am - 02:00 pm y de 03:00 - 06:00 pm
Sabado 08:00 - 02:00 pm","983 129 3185
983 152 3547",,,recuperadoradelsur@hotmail.com,Si,,,,,,,Si,Si,,
Quintana Roo,Othón P. Blanco,Recicladora Los Peques,"Calle Librado E. Rivera, Chatumal CP. 77010
Othón P. Blanco, Q.R.",18.523677815858917,-88.28434549182853,,,,,,Si,Si,,,,,,Si,Si,,
Quintana Roo,Othón P. Blanco,Centro Industrial de Reciclaje del Sur,"Carretera federal Carretera Santa Elena subteniente lopez, Chetumal CP. 77900
Othón P. Blanco, Q.R.",18.516485879751844,-88.37498037883634,Lunes a Viernes 08:00 am - 05:00 pm,,,,,Si,,,,,,,Si,Si,,Si
Quintana Roo,Othón P. Blanco,Compra venta de metales la chatarra,"Avenida Machuxac manzana 376 Col Proterritorio Chetumal,
Othón P. Blanco, Q.R.",18.531595868545555,-88.30770404099985,,983  118 4185,,,,Si,Si,,,,,,Si,Si,,
Quintana Roo,Othón P. Blanco,Chatarreria Rogelio,"Av. Bugambilias 640 con Calle Manuel Acuña, Jardines Chetumal  CP. 77026
Othón P. Blanco, Q.R.",18.51163085877423,-88.32906860860727,Lunes a Viernes 08:00 am - 05:00 pm,"983 190 1041
983 115 3077",,,seydi.hernandez2000@gmail.com,Si,,,,,,,Si,Si,,
Quintana Roo,Othón P. Blanco,Centro de acopio Chetumal /Compra y venta de metal Ruth,"Av. Francisco I. Madero No. 283 entre Camelias y Justo Sierra, Chetumal  CP. 77013
Othón P. Blanco, Q.R.",18.509731,-88.298838,,983 103 2578,,,bere_nice1979@msn.com,SI,,,,,,,Si,Si,,
Quintana Roo,Othón P. Blanco,Recuperadora de Cartón del Sureste y Centroamérica,"Calz.Centenario, Pacto Obrero Campesino Chetumal CP. 77001
Othón P. Blanco, Q.R.",,,,983 120 6388,http://recoveryocc.com/,,"edwin.manzano@recoveryocc.com
javier.jimenez@recoveryocc.com
jrpino69@gmail.com",Si,,,,,,,,,,Si
Quintana Roo,Solidaridad,Recicla Gana Dinero,"Av Benito Juarez, Playa del Carmen, CP. 77712
Solidaridad, Q.R.
",20.63822630509773,-87.10098927998973,,,,,,Si,Si,,,,,,Si,Si,,
Quintana Roo,Solidaridad,Recicladora Gallardo,"Calle 40 norte, Col. El Pedregal, Playa Del Carmen, CP. 77712
Solidaridad, Q.R.",20.638585672644357,-87.07894269048074,Lunes a Viernes 08:00 -05:00 pm,984 107 3587,,,recicladoragallardo@gmail.com,Si,,,,,,,,,,
Quintana Roo,Tulum,Centro Integral de Reciclaje Comunitario Unido y Laboratorio de Artes Ambientales de Tulum,"Calle Holbox Lt 03 Mz 43, La Veleta
Tulum, Q.R",20.204987,-87.475841,,333 103 9280,,,,Donación,Donación,,,,,,Donación,Donación,,Pago 
Quintana Roo,Tulum,Puntos Limpios,"Sendero Verde S / N, Villas de Tulum
Tulum, Q.R",20.215605,-87.452934,,,,https://www.facebook.com/RedTulumSostenible/posts/2390866464337007/,tulumsostenible@gmail.com,Donación,Donación,,,,,,Donación,Donación,,
San Luis Potosi,Charcas,Ubaldo Rivera Ruíz ,"Dr. Primitivo Candia #166, Lomas de Santa María CP. 78570
Charcas, SLP.",23.133374050497256,-101.1278142622334,,486 404 4110,,,,Si,,,,,,,,,,
San Luis Potosi,Matehuala,Reciclados Matehuala,"16 de septiembre 1018, Zona Centro CP. 78700
Matehuala, SLP.",23.638643810464245,-100.63927558065087,Lunes a viernes de 8 a 6 pm  y sabado de 8 a 5 pm,488 101 1432 ,,,deleonsan@prodigy.net.mx,SI,SI,Si,,,SI,, $	13.00 ,SI,SI,
San Luis Potosi,Matehuala,Juan Manuel Martinez,"Fernando Milpa 502, 
Matehuala, SLP.",,,,488 112 2453,,,,SI,SI,,,,Limpia,,,,,$.50 quebrado y transparente
San Luis Potosi,San Luis Potosi ,Reciclo México - Ecopipo,"Av Himno Nacional 955, Las Aguilas 3ra Secc
San Luis, SLP.",22.145707,-101.006616,,444 661 1250,,,reciclo.mexico@gmail.com,Si,Si,,,,,,Si,Si,Si,Si
San Luis Potosi,San Luis Potosi ,Reciclo México,"Av. Tercer Milenio 296 - 2, Lomas del Tecnológico
San Luis, SLP.",22.125497369805537,-101.03137630236061,,444 661 1250,,,reciclo.mexico@gmail.com,Si,Si,,,,,,Si,Si,Si,Si
San Luis Potosi,San Luis Potosi ,Materiales de Reciclaje Ramirez,"Av. Anillo Perif. Nte. Nº 973, Salazares, CP. 78117
San Luis, SLP.",22.199634293176338,-101.01724432675624,,"444 136 5882
444 819 2536",https://recicladoraramirez.com.mx/,,"contacto@recicladoraramirez.com.mx

recicladoraramirez.com.mx",Si,Si,,,,,,Si,Si,,
San Luis Potosi,San Luis Potosi ,Reciclo México (Tiena Origen Tierra),"Cuauhtémoc 930, Vista hermosa
San Luis, SLP.",22.147653,-101.000730,,444 661 1250,,,reciclo.mexico@gmail.com,Si,Si,,,,,,Si,Si,Si,Si
San Luis Potosi,San Luis Potosi ,Planta de Acopio,"Blvd Manuel Gómez Morín 1670, Fracc. Angostura, San Luis Potosí, SLP.",,,,844 413 8252,,,,SI,,,,,,,,,,
San Luis Potosi,San Luis Potosi ,Industria para el Reciclaje de Desechos /Bioniguza S.A de C.V,"Bosque de las Flores No. 251 Col. Cuartel de los Aguilares, CP. 15200
San Luis, SLP.",22.08306879579896,-100.87319244906607,,"444 460 5555 
444 824 0106",,"Industria para el Reciclaje de Desechos BIONIGUZA, SA. De CV.",nicorecicar@hotmail.com,SI,Si,,,,,,,,,
San Luis Potosi,San Luis Potosi ,Cuellos Gálvez,"Calle Israel 420 Col. Estrellas de oriente
San Luis, SLP.",,,,444 112 9053,,,cuellosgalvez@yahoo.com.mx,SI,,,,,,,,,,
San Luis Potosi,San Luis Potosi ,Avangard Mexico S. de RL de Cv Planta SLP,"Blvd Manuel Gómez Morín 1670, Fracc. La Angostura CP. 78117
San Luis, SLP. ",22.209367861393197,-100.99962236444648,,444 830 5426 / 27    ,petstar.mx,,,SI,,,,,,,,,,
San Luis Potosi,San Luis Potosi ,Envases Plasticos del Centro S.A de C.V,"Eje 104 No. 105 Zona Industrial primera sección
San Luis, SLP.",,,,444 830 5426 / 27  ,,,,Si,Si,,,,,,,,,
Sinaloa,Ahome,Recikla Vive Verde,"Camino Cañero poste 22212, Col. Ejido Luisiana
Ahome, Sin.",,,,668 142 9173,,,reciklaviveverde@hotmail.com,SI,SI,,,,SI,,,,,
Sinaloa,Culiacán,Centro de acopio,"Blvrd Alfonso Zaragoza Maytorena, Desarrollo Urbano Tres Ríos, CP. 80020
Culiacán, Sin.",24.813702,-107.409269,,,,,,Si,Si,,,,,,Si,,,Si
Sinaloa,Culiacán,Recicladora Culiacán S.A. de C.V.,"Camino Culiacan Al Guachapore km 2.5, Loma de Rodriguera, CP. 80019
Culiacán, Sin.",24.876598,-107.373540,,667 291 2476,http://recicladoraculiacan.com/,Recicladora Culiacan SA de CV,"
humberto.ruiz@recicladoraculiacan.com",Si,Si,,,,,,Si,Si,,
Sinaloa,Culiacán,Compro Pet,"Blvd. Emiliano Zapata 1284, San Rafael, CP. 80150 
Culiacán, Sin.",24.778889,-107.439892,,,,,,Si,,,,,,,,,,
Sinaloa,Guasave,Reciclado de Plásticos de Sinaloa,,,,,687 130 6203,,,repsin@live.com,Si,Si,,,,Si,,,,,
Sinaloa,Ahome,Reciclado centenario,"Bvld. centenario casi eskina con zacatecas Fracc. Colon, Los Mochis, CP. 81237
Ahome, Sin.",25.794043498635638,-109.02059488855485,,,,,,Si,,,,,,,Si,Si,,
Sinaloa,Ahome,Martínez Chatarra S.A. de C.V.,"Blvd. Adolfo López Mateos 2002, Miguel Hidalgo, Los Mochis, CP. 81210
Ahome, Sin.",25.821971,-108.972741,,668 812 9512,,,,Si,Si,,,,,,Si,Si,,
