ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,MAPA,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,CARTÓN,VIDRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Reciclables mundo verde,"Av. Estado de Puebla 90, Lazaro Cardenas, CP. 62080
Cuernavaca, Mor.","https://www.google.com/maps/place/Reciclables+Mundo+Verde+-+Desperdicios+Industriales/@18.8522362,-99.2944672,12z/data=!4m8!1m2!2m1!1sreciclables++EN+CUERNAVACA++MORELOS!3m4!1s0x85cddf8d30a3a39f:0x11c80afb005ec0e9!8m2!3d18.8804767!4d-99.2279703",18.88050751837968,-99.22793667594782,,777 599 4750,,,,Si,,,,,,,SI,SI,,SI,Hasta nuevo aviso,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Compro de Desperdicios Industriales Martinez,"Calle 20 de Noviembre 10 e Insurgentes, Lázaro Cárdenas del Rio, CP. 62507
Cuernavaca, Mor.","https://www.google.com/maps/place/Compra+de+Desperdicios+Industriales+Martinez/@18.8286132,-99.2474619,17z/data=!4m8!1m2!2m1!1sCOMPRA+DE+LATAS+EN+CUERNAVACA++MORELOS!3m4!1s0x85cdd91aa00fb4e5:0xfb1ae4406641505b!8m2!3d18.8286132!4d-99.2452732",18.828643843426097,-99.24528687916926,,777 209 1759,,,,Si,Si,,,,,,SI,SI,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Nosotros Reciclamos A.C - Centro de Acopio Loma Verde,"Calle Primavera, esq. Cenzontle Col. Loma Verde CP. 62115
Cuernavaca, Mor.","https://www.google.com/maps/place/Nosotros+Reciclamos+A.C./@18.957371,-99.230731,14z/data=!4m5!3m4!1s0x0:0x37ad1aad68544731!8m2!3d18.9578449!4d-99.2123144?hl=es-ES",18.957843159888238,-99.21231845190606,,"777 435 6466
777 211 9592",hola@nosotrosreciclamos.org,,hola@nosotrosreciclamos.org,Si,,,,,,,Si,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Nosotros Reciclamos A.C - Centro de Acopio Lomas de Ahuatlán,"Calle Las Ánimas y Calle Lomas de Aguatlan, CP. 62130
Cuernavaca, Mor.","https://www.google.com/maps/place/Nosotros+Reciclamos+A.C./@18.96281,-99.26967,14z/data=!4m5!3m4!1s0x0:0xd6d95f4aef498d6!8m2!3d18.9539594!4d-99.2563838?hl=es-ES",18.953967656408018,-99.256395748462,,"777 435 6466
777 211 9592",hola@nosotrosreciclamos.org,,hola@nosotrosreciclamos.org,Si,,,,,,,Si,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Desperdicios Industriales El Primo,"H. Preciado 302, Ocotepec, CP. 62220
Cuernavaca, Mor.","https://www.google.com/maps/place/Desperdicios+Industriales+El+Primo/@18.9686736,-99.2275113,11z/data=!4m8!1m2!2m1!1scompra+y+venta+de+desperdicio+industrial+en+temixco!3m4!1s0x85cde07b46093027:0xef4554d2cddc2516!8m2!3d18.968647!4d-99.2273155",18.96865266809115,-99.22730283213207,,,,,,Si,,,,,,,Si,SI,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Nosotros Reciclamos A.C,"3era de La Cruz, Real Tetela, CP. 62158
Cuernavaca, Mor.","https://www.google.com/maps/place/Nosotros+Reciclamos+A.C./@18.9656326,-99.2616077,15z/data=!4m5!3m4!1s0x0:0xd7685a698dc7c1e6!8m2!3d18.9656326!4d-99.2616077",18.965655362064318,-99.2615916068212,,,,,hola@nosotrosreciclamos.org,Si,,,,,,,Si,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Nosotros Reciclamos A.C - Centro de Acopio Domingo Diez,"Av. Domingo Diez 1462, Col.  San Cristóbal
Cuernavaca, Mor.","https://www.google.com/maps/place/Nosotros+Reciclamos+A.C./@18.96281,-99.26967,14z/data=!4m5!3m4!1s0x0:0x8ec602bbfeed6940!8m2!3d18.9556657!4d-99.2365464?hl=es-ES",18.955655240206976,-99.23657623596804,,"777 435 6466
777 257 1377",hola@nosotrosreciclamos.org,,hola@nosotrosreciclamos.org,Si,,,,,,,Si,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Nosotros Reciclamos A.C - Centro de Acopio Sta. María ,"Av. Vicente Guerrero 207 Col Sta María Ahuacatitlan CP. 62230
Cuernavaca, Mor.","https://www.google.com/maps/place/Nosotros+Reciclamos+A.C./@18.957371,-99.230731,14z/data=!4m5!3m4!1s0x0:0x21c4275737e5436a!8m2!3d18.9523343!4d-99.2307537?hl=es-ES",18.9523439644073,-99.23076384874528,,"777 435 6466
777 145 3216",hola@nosotrosreciclamos.org,,hola@nosotrosreciclamos.org,Si,,,,,,,Si,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Nosotros Reciclamos A.C - Centro de Acopio Tétela,"Calle de la Cruz sin número, Col. Tétela del Monte ",No lo localizo,,,,"777 435 6466
777 789 1268",hola@nosotrosreciclamos.org,,hola@nosotrosreciclamos.org,Si,,,,,,,Si,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Cuernavaca,Recicladora Naoui ,"Azucena y Laura Ortega, Valle Alegre, CP. 62577
Cuernavaca, Mor.","https://www.google.com/maps/place/Recicladora+Naoui/@18.9338579,-99.1778931,17z/data=!3m1!4b1!4m8!1m2!2m1!1sCOMPRA+DE+LATAS+EN+CUERNAVACA++MORELOS!3m4!1s0x85ce7568638db283:0x2367fd68022bdffe!8m2!3d18.9338579!4d-99.1778931",18.93386601004292,-99.17791590224014,,,,,,,,,,,,,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Emiliano Zapata ,Replasa Centro de Acopio,"Calle 5 de Mayo 301, Benito Juárez, CP. 62765
Emiliano Zapata, Mor.","https://www.google.com/maps/place/Reciclados+Planeta+Sano+s.a.+de+c.v./@18.8588531,-99.2492418,12z/data=!4m8!1m2!2m1!1sreciclables++EN+jiutepec+MORELOS!3m4!1s0x85cdd89f0e1fb241:0x9c3d1b2e8cc9959c!8m2!3d18.8396116!4d-99.1933587",,,,777 368 5312,,,,Si,,,,,,,SI,SI,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Centro de Acopio Desperdicios Industriales Atenatitlan,"Calle Atoyantzin y Miguel Hidalgo #6, Primera Sección Atenatitlan CP. 62570
Jiutepec, Mor.","https://www.google.com/maps/place/Centro+de+Acopio+Desperdicios+Industriales+ATENATITLAN/@18.9164946,-99.1613142,17z/data=!4m8!1m2!2m1!1sdesperdicio+industrial+en+jiutepec+MORELOS!3m4!1s0x85ce7534458a0e3d:0xa7403777046aae78!8m2!3d18.9164946!4d-99.1591255",18.916459711464547,-99.15912685864366,,777 157 9439,,,,Si,Si,,,,,,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Desperdicios Industriales Román,"Paseo de Los Tulipanes # 2 Col. Bugambilias CP. 62577
Jiutepec, Morelos","https://www.google.com/maps/place/Desperdicios+Industriales+Rom%C3%A1n/@18.9069788,-99.256496,13z/data=!4m8!1m2!2m1!1scompra+de+pet+y+latas+en+cuernavaca!3m4!1s0x0:0x47bf37389e47916f!8m2!3d18.9151371!4d-99.1854286",18.91518774855686,-99.18547153513421,,"777 320 4550
777 516 3738",,,, $	4.00 , $	1.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Materiales Reciclables,"Jiutepec- Emiliano Zapata 3, Calera Chica, CP. 62556
Calera Chica, Mor.","https://www.google.com/maps/place/Materiales+reciclables/@18.8522362,-99.2944672,12z/data=!4m8!1m2!2m1!1sreciclables++EN+CUERNAVACA++MORELOS!3m4!1s0x85ce7728015fbe79:0x4e025ee241d3a9e!8m2!3d18.8585544!4d-99.1792038",18.85855701763132,-99.17919919542189,,777 190 7181,,,,Si,,,,,,,SI,SI,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Camcy - Compra Desperdicios Industriales,"Manzana 106, Colonia El  Paraiso, CP. 62573
Jiutepec, Mor.","https://www.google.com/maps/place/CAMCY-Compra-Desperdicios+Industriales/@18.8984528,-99.1978131,13z/data=!4m8!1m2!2m1!1sCOMPRA+DE+LATAS+EN+CUERNAVACA++MORELOS!3m4!1s0x85ce75bc7b10fff5:0xc1efd0f92025307e!8m2!3d18.8984528!4d-99.1627942",18.89847218996874,-99.16279785332958,Lunes a sabado de 09:00 am - 06:00 pm,777 220 66 19,, CAMCY,,SI,SI,,,,,,SI,SI,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Desperdicios Industriales Aviles,"Jiutepec - Yautepec de Zaragoza km 17, Independencia, CP. 62575
Jiutepec, Mor.","https://www.google.com/maps/place/Desperdicios+Industriales+Aviles/@18.885997,-99.1265584,17z/data=!4m8!1m2!2m1!1sdesperdicio+industrial+en+jiutepec+MORELOS!3m4!1s0x85ce743e08a1b413:0x248d1bd413940edf!8m2!3d18.885997!4d-99.1243697",18.885980070156233,-99.12438538150916,,,,,,,,,,,,,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,La cotorra,"Yautepec de Zaragoza-Jiutepec, Independencia, 62575 Jiutepec, Mor. ","https://www.google.com/maps/place/%22La+Cotorra%22/@18.8853061,-99.1236377,17z/data=!3m1!4b1!4m8!1m2!2m1!1sCOMPRA+DE+LATAS+EN+CUERNAVACA++MORELOS!3m4!1s0x85ce743df7086aaf:0x225deecaeaf19410!8m2!3d18.8853061!4d-99.1236377",18.885345878564173,-99.12353525460256,,,,,,,,,,,,,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Desperdicios Industriales González,"Cuauhnáhuac 14, José Lopez Portillo, CP. 62574 Jiutepec, Mor.","https://www.google.com/maps/place/Desperdicios+Industriales+Gonz%C3%A1lez/@18.8922199,-99.1296299,17z/data=!3m1!4b1!4m8!1m2!2m1!1sCOMPRA+DE+LATAS+EN+CUERNAVACA++MORELOS!3m4!1s0x85ce744750959cbf:0xdfa7af59ebbec7b9!8m2!3d18.8922199!4d-99.1296299",18.892216509268284,-99.12963765385184,,777 496 6647,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Compra Venta Desperdicios Industriales Lomas,"Av. Dr. Alfonso Millán 62, Lomas de Jiutepec, CP. 62550
Jiutepec, Mor.","https://www.google.com/maps/place/Compra+Venta+Desperdicios+Industriales+Lomas/@18.874496,-99.1960946,12z/data=!4m8!1m2!2m1!1sCOMPRA+DE+LATAS+EN+CUERNAVACA++MORELOS!3m4!1s0x85cddf50d00facdf:0xf2ec6c59b6d7f743!8m2!3d18.874428!4d-99.1961051",18.874470194014293,-99.19612856933631,,,,,,Si,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Desperdicios Industriales y Aceros inoxidables Civac,"Blvd. Paseo Cuauhnáhuac 1812, Los Tarianes, CP. 62577
Jiutepec, Mor.","https://www.google.com/maps/place/Desperdicios+Industriales+y+Aceros+inoxidables+Civac/@18.9078039,-99.2499612,12z/data=!4m8!1m2!2m1!1scompra+de+desperdicio+plastico+enxochimilco+!3m4!1s0x85ce75834371d5a1:0x758dc7959d0c0c92!8m2!3d18.9078039!4d-99.1799234",18.90786053793634,-99.17988953789342,,777 416 6798,,,grupounionjiutepec@gmail.com,,,,,,,, $	16.00 , $	1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,"Desperdicios Industriales de Cuernavaca 
Dicsa
","Paseo Cuauhnahuac km. 13.8 Colonia Progreso
Jiutepec, Morelos.  ",No lo localizo,,,"Lunes a viernes de 08:00 am - 05:00 pm
Sabados de 08:00 - 02:00 pm","777 319 1132
777 319 1145",http://www.dicsaonline.com.mx/index.shtml#,Dicsa,"contacto@dicsaonline.com.mx
proman@dicsaonline.com.mx
ysotelo@dicsaonline.com.mx",,SI,,,,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Desperdicios Industriales de Cuernavaca S.A de C.V,"km 11.8, Yautepec de Zaragoza-Jiutepec 17, San Jose, CP. 62574
Jiutepec, Mor.","https://www.google.com/maps/place/Desperdicios+Industriales+de+Cuernavaca+S.A.+de+C.V./@18.8097611,-99.2427189,12z/data=!4m8!1m2!2m1!1sdesperdicio+industrial+en+jiutepec+MORELOS!3m4!1s0x85ce75ca3ab1ccaf:0x4e98168e58f1c983!8m2!3d18.8885229!4d-99.1504423",18.88842723646808,-99.14998929291708,,,,,,,,,,,,,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Jiutepec,Desperdicio Industrial Gómez,"Segunda Prol. 5 de Mayo, Tlalhuapan, CP. 62553
Jiutepec, Mor.","https://www.google.com/maps/place/Desperdicio+industrial+Gomez/@18.902773,-99.1820436,17z/data=!4m8!1m2!2m1!1sdesperdicio+industrial+en+jiutepec+MORELOS!3m4!1s0x85ce758539347771:0x5cb314eb4f04f258!8m2!3d18.902773!4d-99.1798549",18.90276851868137,-99.17985040538403,,,,,,,,,,,,,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Oaxtepec,Reciclajes Oaxtepec,"Av Nacional 137, Santa Rosa, CP. 62738
Oaxtepec, Mor.","https://www.google.com/maps/place/Reciclajes+Oaxtepec/@18.9126742,-99.1106633,11z/data=!4m8!1m2!2m1!1schatrra+en+oaxtepec!3m4!1s0x0:0x4d23de9a7e84f9cf!8m2!3d18.9149341!4d-98.9707661",18.914899227646675,-98.97064749572876,,55 1812 9359,,,,Si,,,,,,,Si,SI,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Temixco,Desperdicio Industrial,"Ignacio Allende 114, Acatlipa Centro, CP. 62586
Temixco, Mor..","https://www.google.com/maps/place/Desperdicio+Industrial/@18.8248865,-99.2349771,17z/data=!3m1!4b1!4m8!1m2!2m1!1sCOMPRA+DE+LATAS+EN+CUERNAVACA++MORELOS!3m4!1s0x85cdd8fd0aa62e1d:0x923ff809e2f7344c!8m2!3d18.8248814!4d-99.2327884",18.82500578524144,-99.2328018142535,,,,,,Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Temixco,Desperdicio Industrial Rosales,"Av Gral Marcelino García Barragan 1308, Azteca, CP. 62588
Temixco, Mor.","https://www.google.com/maps/place/Desperdicio+Industriales+Rosales/@18.8547983,-99.2740747,12z/data=!4m8!1m2!2m1!1sDesperdicio+Industrial+en+Temixco,+Morelos!3m4!1s0x85cdd928f4c6179d:0x3f46d85d974fd74f!8m2!3d18.8526439!4d-99.2372329",18.852647585501042,-99.23723080858423,,,,,,,,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Temixco,Desperdicios Industriales Temixco,"Calle Emiliano Zapata, Centro, CP. 62580
Temixco, Mor.","https://www.google.com/maps/place/Desperdicios+Industriales+Temixco/@18.848962,-99.2405464,14z/data=!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+jiutepec+MORELOS!3m4!1s0x85cdd8c52a94409f:0x5886cafaefa951d!8m2!3d18.848962!4d-99.2230369",18.848957221296935,-99.22303895499343,,,,,,Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Temixco,Desperdicio Industrial Mike,"E. Zapata 103, Las Animas, CP. 62583
Temixco, Mor.","https://www.google.com/maps/place/Desperdicio+Industrial+Mike/@18.8559621,-99.2266307,17z/data=!3m1!4b1!4m8!1m2!2m1!1scompra+y+venta+de+chatarra+en+jiutepec+MORELOS!3m4!1s0x85cdd8d1c08cdd2d:0x7778ec07e26699a3!8m2!3d18.855957!4d-99.224442",18.855963271156103,-99.22437799629591,,777 250 9858,,,,Si,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Temixco,Desperdicios Industriales El Fierritos,"18 de Marzo S/n, Lazaro Cardenas del Rio, CP. 62599 Temixco, Mor.","https://www.google.com/maps/place/Desperdicios+industriales+El+Fierritos/@18.844787,-99.27102,13z/data=!4m8!1m2!2m1!1scompra+de+desperdicio+industrial+en+temixco!3m4!1s0x85cdd9c0c920cd1d:0x539f8878b7ab291c!8m2!3d18.8464261!4d-99.2422712",18.846406944742036,-99.24226599440331,,,,,, $	4.00 , $	1.00 ,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Temixco,Compra Venta de Desperdicios Industriales Axel,"Calz de Guadalupe, Lomas del Carril, CP. 62583
Temixco, Mor.","https://www.google.com/maps/place/Compra+Venta+de+Desperdicios+Industriales+Axel/@18.860853,-99.5120353,10z/data=!4m8!1m2!2m1!1sCOMPRA+Y+VENTA+DE+DESPERDICIO+INDUSTRIAL,+MORELOS!3m4!1s0x85cdd8d504eac9bb:0x10422339b2426d86!8m2!3d18.860853!4d-99.2318839",18.860859404262403,-99.23185667788222,,,,,,Si,,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Xochitepec,,"Privada Volcan de Colima S/N, Colonia Valle Dorado
Xochitepec, Mor.",,,,,"777 230 3469
777 279 3529
777 374 98 64",,,preplast02@gmail.com,,,,,,,, $	13.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Yautepec de Zaragoza,Recicladora de materiales,"Gral. Diego Ruiz 4, Otilio Montaño, CP. 62730
Yautepec de Zaragoza, Mor.","https://www.google.com/maps/place/Recicladora+de+materiales/@18.8774156,-99.0765226,17z/data=!3m1!4b1!4m8!1m2!2m1!1sdesperdicio+industrial+en+jiutepec+MORELOS!3m4!1s0x85ce73dc053a54a3:0xbbc31f05012b3e5a!8m2!3d18.8774105!4d-99.0743339",18.877411121711305,-99.07432585650741,,,,,,,,,,,,,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,Yautepec de Zaragoza,Desperdicios Industriales Yautepec,"Benito Juárez 96, Vicente Estrada Cajigal, CP. 62730
Yautepec de Zaragoza, Mor.","https://www.google.com/maps/place/Desperdicios+industriales+Yautepec/@18.8321031,-99.0045398,12z/data=!4m8!1m2!2m1!1sreciclaje+cerca+de+Yautepec+de+Zaragoza,+Morelos!3m4!1s0x0:0x77e05f6f6596d6f4!8m2!3d18.8998107!4d-99.0635061",18.899826784566628,-99.06351925145253,,,,,,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,Bahia de Banderas,Recicladora el Manguito S.A de C.V,"Av. Bahia de Banderas # 8 San Clemente de Lima, Municipio de Bahia de Banderas, Nayarit",No lo localizo,,,,329 296 5706,,,res.delmanguito@gmail.com; feregrinooficina@outlook.com,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,Tepic,Vannova Reciclaje  S.A. de C.V.,"Industriales Nayaritas #27 entre Niño Obrero y Av. las Torres Cd. Industrial CP. 63173
Tepic, Nay.","https://www.google.com/maps/place/Vannova+Reciclaje+S.A+de+C.V/@21.4795175,-104.8445479,17z/data=!4m12!1m6!3m5!1s0x0:0x3ea9c9307ffcbeb9!2sVannova+Reciclaje+S.A+de+C.V!8m2!3d21.4794129!4d-104.8443935!3m4!1s0x0:0x3ea9c9307ffcbeb9!8m2!3d21.4794129!4d-104.8443935",21.479407646960606,-104.84438696603105,,311 219 4431,http://vannova.com.mx/,,vannova@hotmail.com,SI,SI,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,Tepic ,Reciclados Ganda S de RL ,"Luis Echeverría 10, Puente de San Cayetano, CP. 63194
Tepic, Nay.","https://www.google.com/maps/place/Reciclados+Ganda/@21.4712417,-104.8542938,19z/data=!4m5!3m4!1s0x0:0xb147aebb5e93d03e!8m2!3d21.4714414!4d-104.8540765",21.47145138436142,-104.85404431354847,,"311 211 7255
311 139 3832",,,olegarioganda@hotmail.com,SI,,,,,,,Si,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Apodaca,Partes Plásticas Internacionales S.A. de C.V.,"Calle Fobos No. 176 Col. Cosmopolis
Apodaca, N.L.",,,,,"818 122 1000 ext. 1277, 1321                              818 122 10 97      ",,,silviabg_68@hotmail.com,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Apodaca,Reciclados Vega,"Los Pinos 323, Los Pinos ÌII, CP. 66636
Apodaca, N.L.","https://www.google.com/maps/place/Desperdicios+Reciclables+Vega/@25.7758046,-100.2528482,19z/data=!4m8!1m2!2m1!1sRECICLADOS+vega+monterrey!3m4!1s0x0:0x2827506c60301948!8m2!3d25.7757576!4d-100.2521483",25.775746614942232,-100.25213202583934,,818 043 0175 ,,,"
", $	3.50 ,SI,,,,,, $	17.00 , $	1.50 ,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Apodaca,Dimeca,"Eje Metropolitano 910 426, Sin Nombre de Col 1, CP. 66613
Apodaca, N.L.","https://www.google.com/maps/place/DIMECA+Escobedo/@25.8282317,-100.2629933,17z/data=!4m12!1m6!3m5!1s0x0:0xfc74488dd534087b!2sEgoba+Monterrey!8m2!3d25.8296127!4d-100.2637443!3m4!1s0x866292d242ba4da9:0xc24ee55d56803f04!8m2!3d25.8292237!4d-100.263572",25.829241,-100.263658,,818 452 8524,www.dimeca.com.mx,,información@dimeca.com.mx                  ,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Apodaca,Glezco Plasticos,"Estanislao Martinez Lara No 113 Parque Industrial Milimex Azteca, Sta Rosa CP. 66610
Apodaca, N.L.","https://www.google.com/maps/place/GLEZCO/@25.8307941,-100.231687,17z/data=!4m5!3m4!1s0x8662ed1a26091dff:0x7e0f4d8ae08ea4d1!8m2!3d25.8308744!4d-100.2316403","25.830839
",-100.231639,,818 452 7490,http://glezcocorp.com.mx/,,,Si,Si,Si,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,General Escobedo,Avangard Mexico S. de R.L de CV,"Cerámica 103 Parque Industrial
Escobedo, N.L.",,,,,"818 384 8024 
818 384 8048",,,,SI,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Gral Zuazua,Reciclados Gallo S.A de C.V,"Callejón Gutiérrez de Lara 102 Col. Carrizalejo
Gral Zuazua, N.L.",No lo localizo,,,,825 247 0561,https://www.recicladosgallo.com/,Reciclados Gallo,administracionmty@recicladosgallo.com,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Monterrey,Reciclables Pantera,"5 de Febrero 510, Independencia, CP. 64720
Monterrey, N.L.","https://www.google.com/maps/place/RECICLABLES+PANTERAS/@25.6599505,-100.312036,44m/data=!3m1!1e3!4m12!1m6!3m5!1s0x0:0xdb1f9d6657440671!2sRECICLABLES+PANTERAS!8m2!3d25.6598971!4d-100.3120314!3m4!1s0x0:0xdb1f9d6657440671!8m2!3d25.6598971!4d-100.3120314",25.65991758833324,-100.31201183876736,,81 8190 6867,https://www.reciclablespanteras.mx/,,hramosl@hotmail.com,Cristal,,,,,,,Si,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Monterrey,Partes Plasticas Internacionales ,"Calle Fobos No. 176 Col. Cosmopolis
Apodaca, N.L ",,,,,818 030 8730,http://www.partesplasticas.com/nuestra-empresa.html,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Monterrey,Supraciclaje,"9a Avenida, Cumbres 1er Sector, C.P. 64610
Monterrey, N.L. ",,,,,81 5030 7399,https://www.supraciclaje.com/chatarra/compra-de/,,compras@supraciclaje.com,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Monterrey,Aceremex S.A de C.V,"Monterrey-Monclova Kilómetro 24.5, Ignacio Zaragoza, CP. 65600
Hidalgo, N.L.","https://www.google.com/maps/place/Aceremex+S.A.+de+C.V./@25.9637871,-100.4349541,20z/data=!4m5!3m4!1s0x866295de5f5dbe3f:0x25316c8cdf8be49f!8m2!3d25.9637848!4d-100.4347067?hl=es-ES","25.963803
",-100.434715,,829 286 0762,https://www.aceremex.com.mx/index.html,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Monterrey,"Ing. Enedino Arroyo
","Cerámica 103 Parque Industrial Escobedo
Escobedo, N.L",,,,,"811 879 5117 
818 384 8024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Monterrey,Grupo Simplex S.A. de C.V.,"Metalurgicas 107-A Col. Parque Industrial Escobedo, CP. 66083
General Escobedo, N.L. ","https://www.google.com/maps/place/Grupo+Simplex+S.A.+de+C.V./@25.8084354,-100.3468933,15z/data=!4m12!1m6!3m5!1s0x0:0x4b9f402edd784ba7!2sGrupo+Simplex+S.A.+de+C.V.!8m2!3d25.8084354!4d-100.3468933!3m4!1s0x0:0x4b9f402edd784ba7!8m2!3d25.8084354!4d-100.3468933",25.808493352094267,-100.34692548650648,,818 9154 53 60,http://www.gsimplex.com/website/inicio.html,,"mmitre@gsimplex.com
gmitre@gsimplex.com",SI,SI,,,,SI,,SI,SI,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Monterrey,Metales Gandara,"Av. Aztlán 750, San Bernabé XV Sector, CP. 64106 Monterrey, N.L.","https://www.google.com/maps/place/Gandara/@25.7619458,-100.3823721,20z/data=!4m8!1m2!2m1!1sCALLE+Aztlan+750+Col+fomerrey+114!3m4!1s0x866296cd6c5b3c1d:0x609ca6ff28daa450!8m2!3d25.7618377!4d-100.38229",25.76186489752736,-100.38230768867457,,818 310 3729,,,,,SI,,,,,, $	17.00 , $	3.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,Monterrey,Riisa,"Autopista Monterrey–Nuevo Laredo 25, Centro de, 65550 Ciénega de Flores, N.L.","https://www.google.com/maps/place/Recuperaciones+Industriales+Internacionales+SA+de+CV/@25.9078833,-100.2338313,16z/data=!4m12!1m6!3m5!1s0x8662f2e44d39f9c1:0x60e25ec0911c04d1!2sRecuperaciones+Industriales+Internacionales+SA+de+CV!8m2!3d25.9062813!4d-100.2299817!3m4!1s0x8662f2e44d39f9c1:0x60e25ec0911c04d1!8m2!3d25.9062813!4d-100.2299817",25.906283713785427,-100.22997155280663,,818 154 1900,https://riisa.mx/?fbclid=IwAR2t9SDSbGLs1EbXtGtW9tdoG3wcKAGcxPzxgKsUgrzv_SFZur5uo4QhBrI,Recuperaciones Industriales Internacionales SA DE CV,,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
